-10	0.048370956	-0.003439818	0.058081582	0.059542498					HbO2 AUC	HbRAUC	HbO2AMP	HbRAMP		Normalized				
2	-0.104630906	0.041979757	0.058528889	0.060001056				9.48	-0.107760879	0.060149486	0.05904098	0.060526028		9.48	-0.025197101	-0.018394031	0.000502675	0.000515319
2.04	-0.106162864	0.044767701	0.058528717	0.06000088				9.52	-0.111106932	0.056347475	0.059040187	0.060525215		9.52	-0.028543154	-0.022196041	0.000501883	0.000514507
2.08	-0.111032564	0.047616309	0.058474503	0.059945302				9.56	-0.114262886	0.052538457	0.059039641	0.060524655		9.56	-0.031699108	-0.026005059	0.000501336	0.000513946
2.12	-0.113873274	0.050896364	0.05848861	0.059959765				9.6	-0.117119115	0.048816664	0.059039047	0.060524046		9.6	-0.034555337	-0.029726852	0.000500743	0.000513338
2.16	-0.11578699	0.054226973	0.058488357	0.059959505				9.64	-0.119677695	0.045246389	0.059038719	0.06052371		9.64	-0.037113917	-0.033297128	0.000500415	0.000513002
2.2	-0.117263291	0.057412944	0.058488289	0.059959435				9.68	-0.121441087	0.04183316	0.059036775	0.060521717		9.68	-0.038877309	-0.036710356	0.000498471	0.000511009
2.24	-0.118958458	0.060796555	0.058488096	0.059959237				9.72	-0.123211626	0.038571009	0.059036618	0.060521556		9.72	-0.040647848	-0.039972507	0.000498313	0.000510847
2.28	-0.123429068	0.063946756	0.058438221	0.059908107				9.76	-0.124745783	0.035568291	0.059036287	0.060521217		9.76	-0.042182005	-0.042975225	0.000497982	0.000510508
2.32	-0.124753822	0.067340125	0.058438151	0.059908036				9.8	-0.125979903	0.032778834	0.059035753	0.060520669		9.8	-0.043416125	-0.045764682	0.000497448	0.00050996
2.36	-0.126022858	0.070653176	0.058438299	0.059908187				9.84	-0.127758696	0.030298912	0.05904366	0.060528775		9.84	-0.045194918	-0.048244605	0.000505355	0.000518066
2.4	-0.127182879	0.073919172	0.058438369	0.05990826				9.88	-0.128156188	0.02801265	0.05904317	0.060528273		9.88	-0.04559241	-0.050530866	0.000504865	0.000517564
2.44	-0.129662413	0.077049889	0.058424807	0.059894357				9.92	-0.129060071	0.026083625	0.059050611	0.060535901		9.92	-0.046496294	-0.052459892	0.000512307	0.000525193
2.48	-0.13036783	0.080137914	0.058424512	0.059894054				9.96	-0.128638839	0.02435073	0.059049912	0.060535185		9.96	-0.046075061	-0.054192786	0.000511608	0.000524476
2.52	-0.135781394	0.083170486	0.058422754	0.059892252				10	-0.127980041	0.0228913	0.059049713	0.060534981		10	-0.045416263	-0.055652216	0.000511409	0.000524272
2.56	-0.13579827	0.086110122	0.05842305	0.059892555														
2.6	-0.136449029	0.088970167	0.058435982	0.059905812														
2.64	-0.135982604	0.091630522	0.058435892	0.059905721														
2.68	-0.13516107	0.094122749	0.058435741	0.059905565														
2.72	-0.133718243	0.096430135	0.058435817	0.059905643														
2.76	-0.133345142	0.098481547	0.05848429	0.059955336														
2.8	-0.131092746	0.100434415	0.058484479	0.059955529														
2.84	-0.128082726	0.101987525	0.058484909	0.05995597														
2.88	-0.124937714	0.103477857	0.058485158	0.059956226														
2.92	-0.122562716	0.104497246	0.05847069	0.059941394														
2.96	-0.120101137	0.105663418	0.058523318	0.059995345														
3	-0.115068979	0.106461175	0.058523717	0.059995754														
3.04	-0.109510867	0.106983113	0.058523776	0.059995815														
3.08	-0.106739517	0.107189787	0.058472864	0.059943622														
3.12	-0.099562705	0.107027789	0.058473131	0.059943896														
3.16	-0.091782736	0.106576921	0.058473374	0.059944145														
3.2	-0.084819448	0.106114318	0.058486685	0.05995779														
3.24	-0.076657601	0.105281876	0.058486665	0.05995777														
3.28	-0.067863459	0.103976131	0.058486661	0.059957766														
3.32	-0.059070125	0.102523488	0.058486556	0.059957658														
3.36	-0.0497116	0.100760473	0.058486695	0.059957801														
3.4	-0.040129926	0.098665397	0.058486795	0.059957904														
3.44	-0.030334099	0.09625993	0.05848682	0.059957929														
3.48	-0.022722619	0.093366709	0.058490987	0.059962201														
3.52	-0.013092912	0.090316251	0.058491037	0.059962253														
3.56	-0.004756681	0.086905522	0.058480314	0.059951259														
3.6	0.005167121	0.08318755	0.058480586	0.059951538														
3.64	0.014449132	0.079024238	0.058495121	0.059966439														
3.68	0.024043823	0.074656231	0.058495564	0.059966893														
3.72	0.033101553	0.069827352	0.058508995	0.059980662														
3.76	0.041992235	0.064680409	0.058523164	0.059995187														
3.8	0.051402352	0.059353458	0.058523447	0.059995477														
3.84	0.060570307	0.053749499	0.058523688	0.059995725														
3.88	0.069481566	0.047865036	0.058523895	0.059995936														
3.92	0.078768554	0.04153011	0.058524294	0.059996346														
3.96	0.086285365	0.035216183	0.058540234	0.060012687														
4	0.094754678	0.028652327	0.058540386	0.060012843														
4.04	0.10227236	0.021762394	0.058552795	0.060025563														
4.08	0.108862803	0.014698848	0.058541898	0.060014393														
4.12	0.11632232	0.007759297	0.058542032	0.06001453														
4.16	0.123530203	0.000756756	0.058541877	0.060014371														
4.2	0.130440971	-0.00628597	0.058541816	0.060014308														
4.24	0.137100738	-0.013298195	0.058541773	0.060014264														
4.28	0.143436442	-0.020241429	0.058541771	0.060014263														
4.32	0.148528952	-0.026978344	0.058552018	0.060024767														
4.36	0.153222784	-0.033722751	0.058564477	0.060037539														
4.4	0.158189879	-0.040114077	0.058564482	0.060037544														
4.44	0.162831033	-0.046239986	0.058564481	0.060037544														
4.48	0.166782736	-0.052008275	0.05856486	0.060037932														
4.52	0.170499126	-0.057436138	0.058565157	0.060038236														
4.56	0.173709285	-0.06244361	0.058565406	0.060038492														
4.6	0.174058419	-0.066974606	0.058567655	0.060040797														
4.64	0.176510294	-0.070977877	0.0585676	0.060040741														
4.68	0.178293274	-0.074448694	0.058568206	0.060041363														
4.72	0.180062411	-0.077370412	0.058568579	0.060041744														
4.76	0.181385409	-0.07974438	0.058568753	0.060041923														
4.8	0.182363059	-0.081543574	0.058568935	0.06004211														
4.84	0.183139995	-0.082775346	0.058568956	0.060042131														
4.88	0.182341383	-0.083644967	0.058557004	0.060029879														
4.92	0.181006372	-0.083739041	0.058546408	0.060019016														
4.96	0.181153903	-0.083267374	0.058546467	0.060019077														
5	0.180952264	-0.082314946	0.058546459	0.060019068														
5.04	0.178776616	-0.080930056	0.058532867	0.060005135														
5.08	0.178019071	-0.079074384	0.058533001	0.060005272														
5.12	0.177168756	-0.076861514	0.058533063	0.060005336														
5.16	0.17545961	-0.074315361	0.058545876	0.060018471														
5.2	0.173084758	-0.071603675	0.058535768	0.060008109														
5.24	0.170435028	-0.068688157	0.058523262	0.059995287														
5.28	0.169294826	-0.065572519	0.05852324	0.059995265														
5.32	0.166610251	-0.062420619	0.058513713	0.059985499														
5.36	0.165403671	-0.059236717	0.058513673	0.059985458														
5.4	0.16475284	-0.056313051	0.058513915	0.059985706														
5.44	0.163536959	-0.053354996	0.058513905	0.059985695														
5.48	0.160882193	-0.050777487	0.058501594	0.059973075														
5.52	0.159725733	-0.048195463	0.058501596	0.059973077														
5.56	0.158364836	-0.045852807	0.058501918	0.059973407														
5.6	0.157192348	-0.043826507	0.058501843	0.059973331														
5.64	0.155754135	-0.042177984	0.058502006	0.059973497														
5.68	0.152464557	-0.040867242	0.05848887	0.059960031														
5.72	0.151066417	-0.0398645	0.058488896	0.059960057														
5.76	0.149408732	-0.039225543	0.058489083	0.059960249														
5.8	0.14613987	-0.038954216	0.058478638	0.059949541														
5.84	0.14280781	-0.038970561	0.05846708	0.059937693														
5.88	0.141753241	-0.039635617	0.058468035	0.059938672														
5.92	0.139893881	-0.040223556	0.058468038	0.059938675														
5.96	0.137860942	-0.041054129	0.058468152	0.059938792														
6	0.135806589	-0.042130468	0.058468192	0.059938832														
6.04	0.132351285	-0.043642054	0.058456153	0.059926491														
6.08	0.130082847	-0.045063149	0.058456196	0.059926534														
6.12	0.126326015	-0.046652505	0.058447707	0.059917832														
6.16	0.123950522	-0.048271856	0.058447628	0.059917752														
6.2	0.119724017	-0.050001811	0.058437149	0.059907008														
6.24	0.117086263	-0.051746834	0.05843716	0.05990702														
6.28	0.114405324	-0.053545767	0.058437162	0.059907022														
6.32	0.109964762	-0.055260192	0.058479571	0.059950498														
6.36	0.107339219	-0.057097117	0.058479512	0.059950437														
6.4	0.104638008	-0.058900482	0.058479529	0.059950454														
6.44	0.102501903	-0.061062724	0.058480218	0.059951161														
6.48	0.09984226	-0.062849431	0.058480222	0.059951165														
6.52	0.097302686	-0.064799757	0.058480588	0.05995154														
6.56	0.094529149	-0.06650891	0.05848092	0.059951881														
6.6	0.091957367	-0.068187262	0.058480905	0.059951866														
6.64	0.089241501	-0.069799864	0.058480901	0.059951861														
6.68	0.086090829	-0.071719522	0.058474164	0.059944955														
6.72	0.083794904	-0.073165	0.058474265	0.059945059														
6.76	0.080002445	-0.074549421	0.058465002	0.059935563														
6.8	0.078033495	-0.0757111	0.058464934	0.059935493														
6.84	0.076072011	-0.076744052	0.058464969	0.059935528														
6.88	0.073183623	-0.077997609	0.058453522	0.059923794														
6.92	0.069946119	-0.078697547	0.05844353	0.05991355														
6.96	0.068532505	-0.079117715	0.058443563	0.059913584														
7	0.066377391	-0.079211248	0.058453225	0.059923489														
7.04	0.064819355	-0.079064069	0.058453225	0.059923489														
7.08	0.061764091	-0.078657804	0.058444065	0.059914099														
7.12	0.060830795	-0.078086735	0.058444008	0.05991404														
7.16	0.0594115	-0.077037328	0.058443928	0.059913958														
7.2	0.056990264	-0.075603531	0.058453975	0.059924258														
7.24	0.054636549	-0.073808004	0.058464588	0.059935138														
7.28	0.05152929	-0.07176116	0.058456236	0.059926576														
7.32	0.05001582	-0.069344592	0.058456058	0.059926393														
7.36	0.048528529	-0.066619669	0.05845572	0.059926047														
7.4	0.047180963	-0.063778521	0.058455787	0.059926116														
7.44	0.045144609	-0.060439808	0.058455949	0.059926281														
7.48	0.04252143	-0.056780234	0.05846621	0.059936801														
7.52	0.040779283	-0.05293182	0.058466251	0.059936843														
7.56	0.039572401	-0.049059187	0.058466009	0.059936595														
7.6	0.037057173	-0.044721824	0.05847646	0.059947308														
7.64	0.035745442	-0.040411313	0.058476419	0.059947266														
7.68	0.015356252	-0.026097042	0.059049009	0.060534258														
7.72	0.013447706	-0.020886933	0.059048547	0.060533785														
7.76	0.011358119	-0.015613616	0.05904856	0.060533798														
7.8	0.008059056	-0.010317282	0.059041076	0.060526126														
7.84	0.005573829	-0.004843984	0.059052023	0.060537349														
7.88	0.001965714	0.000466387	0.059057241	0.060542698														
7.92	-0.001972759	0.006040307	0.059058918	0.060544417														
7.96	-0.004015885	0.011355405	0.059051479	0.060536791														
8	-0.004792862	0.016860557	0.059051409	0.060536719														
8.04	-0.005562446	0.022329865	0.059051385	0.060536695														
8.08	-0.005820767	0.027749677	0.05905048	0.060535766														
8.12	-0.00620864	0.033082769	0.05905028	0.060535562														
8.16	-0.006562592	0.038296083	0.059049881	0.060535152														
8.2	-0.006667491	0.0433692	0.059049149	0.060534402														
8.24	-0.006877023	0.048131733	0.059049088	0.06053434														
8.28	-0.006957911	0.052731555	0.059048672	0.060533913														
8.32	-0.007746429	0.057391064	0.059048465	0.060533702														
8.36	-0.008490164	0.061830853	0.059048091	0.060533318														
8.4	-0.009455229	0.066047929	0.059047991	0.060533215														
8.44	-0.01048428	0.07004905	0.059047608	0.060532823														
8.48	-0.011852297	0.073845818	0.059047373	0.060532582														
8.52	-0.012874134	0.077207715	0.059046786	0.06053198														
8.56	-0.015961093	0.080462107	0.05904131	0.060526366														
8.6	-0.017966651	0.083404529	0.059041375	0.060526433														
8.64	-0.020111199	0.086043657	0.059041213	0.060526266														
8.68	-0.02254165	0.088352579	0.059040883	0.060525928														
8.72	-0.025976203	0.090329567	0.059049933	0.060535206														
8.76	-0.030165452	0.091882634	0.059045094	0.060530246														
8.8	-0.035665508	0.093138961	0.059046517	0.060531704														
8.84	-0.038947291	0.093977833	0.059046165	0.060531344														
8.88	-0.042644253	0.094425618	0.059046172	0.060531351														
8.92	-0.046356917	0.094461646	0.059045899	0.060531071														
8.96	-0.050191006	0.094093019	0.059045499	0.060530661														
9	-0.056542077	0.093329303	0.059046083	0.060531259														
9.04	-0.0623538	0.092167448	0.059036579	0.060521517														
9.08	-0.06576421	0.090505248	0.059035368	0.060520275														
9.12	-0.069992862	0.088675893	0.059034956	0.060519853														
9.16	-0.074235255	0.086511669	0.059034076	0.06051895														
9.2	-0.078519979	0.08403176	0.059034059	0.060518932														
9.24	-0.082661402	0.081210771	0.059034175	0.060519052														
9.28	-0.08703532	0.078149691	0.059033769	0.060518636														
9.32	-0.091203465	0.074845079	0.059032961	0.060517807														
9.36	-0.095100795	0.071336437	0.059031981	0.060516802														
9.4	-0.099222057	0.067680291	0.059031647	0.060516461														
9.44	-0.103980603	0.063978807	0.059041167	0.06052622														
9.48	-0.107760879	0.060149486	0.05904098	0.060526028														
9.52	-0.111106932	0.056347475	0.059040187	0.060525215														
9.56	-0.114262886	0.052538457	0.059039641	0.060524655														
9.6	-0.117119115	0.048816664	0.059039047	0.060524046														
9.64	-0.119677695	0.045246389	0.059038719	0.06052371														
9.68	-0.121441087	0.04183316	0.059036775	0.060521717														
9.72	-0.123211626	0.038571009	0.059036618	0.060521556														
9.76	-0.124745783	0.035568291	0.059036287	0.060521217														
9.8	-0.125979903	0.032778834	0.059035753	0.060520669														
9.84	-0.127758696	0.030298912	0.05904366	0.060528775														
9.88	-0.128156188	0.02801265	0.05904317	0.060528273														
9.92	-0.129060071	0.026083625	0.059050611	0.060535901														
9.96	-0.128638839	0.02435073	0.059049912	0.060535185														
10	-0.127980041	0.0228913	0.059049713	0.060534981														
10.04	-0.126894903	0.021699689	0.059048915	0.060534162														
10.08	-0.125414176	0.020766408	0.059048451	0.060533687														
10.12	-0.123620278	0.020026654	0.05904838	0.060533614														
10.16	-0.121488909	0.01955896	0.059047694	0.060532911														
10.2	-0.11882154	0.019298099	0.059046643	0.060531833														
10.24	-0.115147535	0.018865679	0.059046518	0.060531706														
10.28	-0.112765199	0.019044409	0.059053664	0.060539031														
10.32	-0.111111067	0.019471802	0.059090992	0.060577298														
10.36	-0.107388948	0.019950329	0.059089885	0.060576163														
10.4	-0.103528803	0.020520779	0.059089138	0.060575397														
10.44	-0.099556584	0.021142822	0.059088726	0.060574975														
10.48	-0.095226514	0.021764165	0.059088282	0.060574519														
10.52	-0.090846679	0.022406707	0.059087934	0.060574163														
10.56	-0.085908506	0.023000751	0.059086326	0.060572514														
10.6	-0.080881066	0.023507121	0.059085165	0.060571324														
10.64	-0.075730963	0.023910525	0.059084091	0.060570223														
10.68	-0.070412497	0.024152926	0.059082815	0.060568915														
10.72	-0.065258605	0.024271529	0.059083013	0.060569118														
10.76	-0.059859566	0.024215853	0.05908199	0.060568069														
10.8	-0.054286872	0.024021797	0.059081044	0.0605671														
10.84	-0.04882069	0.023629902	0.059079615	0.060565635														
10.88	-0.044317631	0.023169792	0.059084085	0.060570217														
10.92	-0.038753407	0.022274799	0.059083527	0.060569645														
10.96	-0.033796101	0.021418097	0.059083442	0.060569558														
11	-0.029218593	0.020459399	0.05908301	0.060569115														
11.04	-0.024633352	0.019415415	0.059082174	0.060568258														
11.08	-0.020234023	0.018267975	0.059081277	0.060567338														
11.12	-0.015724641	0.016866429	0.0590814	0.060567464														
11.16	-0.011609344	0.015452005	0.059080764	0.060566812														
11.2	-0.009051825	0.01433917	0.059088027	0.060574258														
11.24	-0.005983222	0.013210302	0.05908617	0.060572355														
11.28	-0.00445604	0.012217971	0.059096252	0.06058269														
11.32	-0.002136657	0.011199528	0.05909543	0.060581848														
11.36	-0.000286985	0.010279665	0.059094403	0.060580795														
11.4	0.000298667	0.009367609	0.059104273	0.060590912														
11.44	0.000472781	0.008775299	0.059111512	0.060598334														
11.48	0.001247692	0.008244232	0.059109476	0.060596247														
11.52	0.001979039	0.007612459	0.059108126	0.060594863														
11.56	0.001651293	0.007202383	0.059107812	0.060594541														
11.6	0.001005966	0.006882031	0.05910798	0.060594713														
11.64	0.00014701	0.006646943	0.059107351	0.060594069														
11.68	-0.002536806	0.00659026	0.059143598	0.060631227														
11.72	-0.003654252	0.00641245	0.059142683	0.060630288														
11.76	-0.00441676	0.006047161	0.059142151	0.060629743														
11.8	-0.005500675	0.005661499	0.059141913	0.0606295														
11.84	-0.006684804	0.005280153	0.059140605	0.060628159														
11.88	-0.008444967	0.005094183	0.05913968	0.06062721														
11.92	-0.010167158	0.004855284	0.059138376	0.060625874														
11.96	-0.011939951	0.004534839	0.05913835	0.060625847														
12	-0.014660387	0.004255791	0.059146505	0.060634207														
12.04	-0.016661243	0.003952179	0.059145791	0.060633475														
12.08	-0.018156114	0.003629005	0.059144098	0.060631739														
12.12	-0.019709478	0.003309636	0.05914387	0.060631506														
12.16	-0.021174696	0.003025876	0.059142809	0.060630418														
12.2	-0.022403082	0.002754338	0.059141821	0.060629405														
12.24	-0.023402598	0.002535189	0.059141092	0.060628658														
12.28	-0.024105909	0.002466778	0.059139117	0.060626633														
12.32	-0.024379789	0.002531368	0.059139863	0.060627398														
12.36	-0.024496419	0.002784141	0.059137591	0.060625069														
12.4	-0.025532744	0.003276174	0.05914521	0.060632879														
12.44	-0.025327267	0.003959174	0.059143809	0.060631443														
12.48	-0.025009121	0.004929059	0.059143022	0.060630636														
12.52	-0.024618702	0.006160601	0.059142852	0.060630462														
12.56	-0.023667291	0.007667624	0.059142301	0.060629897														
12.6	-0.023660721	0.009490598	0.059150582	0.060638387														
12.64	-0.021900369	0.01141922	0.059148597	0.060636352														
12.68	-0.020528706	0.01380587	0.059147849	0.060635585														
12.72	-0.01880076	0.016283412	0.059147503	0.06063523														
12.76	-0.017085554	0.019175896	0.0591474	0.060635125														
12.8	-0.015400281	0.022300711	0.05914689	0.060634602														
12.84	-0.013688292	0.02564834	0.05914607	0.060633761														
12.88	-0.011729872	0.029166299	0.059145211	0.06063288														
12.92	-0.009517628	0.032676618	0.059144928	0.060632591														
12.96	-0.007369878	0.036458729	0.059143742	0.060631374														
13	-0.005857888	0.040312447	0.059143458	0.060631083														
13.04	-0.003996152	0.044211572	0.059141835	0.060629419														
13.08	-0.003251659	0.048082166	0.059150362	0.060638161														
13.12	-0.002161936	0.051855144	0.059150188	0.060637983														
13.16	-0.002178554	0.055588621	0.059161759	0.060649845														
13.2	-0.000939703	0.059040534	0.059160323	0.060648372														
13.24	-0.000179092	0.062210178	0.059159491	0.06064752														
13.28	-0.000584092	0.065187426	0.059167011	0.060655229														
13.32	-0.000277088	0.06771912	0.059166184	0.060654381														
13.36	-0.000148492	0.069722934	0.059165311	0.060653486														
13.4	-0.000785032	0.07143869	0.059165092	0.060653261														
13.44	-0.001160779	0.072665922	0.059163839	0.060651977														
13.48	-0.002980626	0.073423603	0.059168979	0.060657246														
13.52	-0.004035199	0.073593028	0.059167741	0.060655977														
13.56	-0.006682929	0.073319065	0.059175701	0.060664137														
13.6	-0.008742708	0.07243653	0.059175329	0.060663756														
13.64	-0.011065898	0.071041045	0.059174231	0.06066263														
13.68	-0.013287114	0.068863306	0.059173702	0.060662088														
13.72	-0.015850089	0.066171465	0.059173848	0.060662238														
13.76	-0.018344979	0.063044809	0.059172631	0.06066099														
13.8	-0.021678394	0.059671884	0.059172198	0.060660547														
13.84	-0.024464056	0.055754536	0.059170967	0.060659285														
13.88	-0.028723097	0.051794489	0.059177991	0.060666485														
13.92	-0.031457762	0.047359036	0.059176208	0.060664657														
13.96	-0.034670377	0.042753524	0.059174671	0.060663082														
14	-0.039500617	0.038295496	0.059185138	0.060673812														
14.04	-0.043345018	0.0337582	0.059183624	0.060672259														
14.08	-0.047705003	0.029251555	0.059186226	0.060674927														
14.12	-0.051602482	0.024773379	0.059185348	0.060674027														
14.16	-0.055520482	0.020336745	0.059188197	0.060676948														
14.2	-0.060065944	0.016080163	0.059199141	0.060688167														
14.24	-0.063115913	0.011781963	0.05919832	0.060687326														
14.28	-0.067060915	0.008077207	0.059198019	0.060687017														
14.32	-0.070384888	0.004628172	0.059197058	0.060686032														
14.36	-0.074655863	0.001560319	0.059206627	0.060695841														
14.4	-0.077751505	-0.001215504	0.059205388	0.060694571														
14.44	-0.081460953	-0.003577318	0.059212747	0.060702115														
14.48	-0.083767503	-0.005643902	0.059211915	0.060701262														
14.52	-0.086318529	-0.007302733	0.05921149	0.060700827														
14.56	-0.089374027	-0.00852336	0.059222631	0.060712248														
14.6	-0.091928743	-0.009373304	0.059231905	0.060721755														
14.64	-0.093175516	-0.00984918	0.059229558	0.060719349														
14.68	-0.094217002	-0.010050844	0.059228838	0.060718611														
14.72	-0.094637524	-0.009906033	0.059228877	0.06071865														
14.76	-0.095423198	-0.009580569	0.059238295	0.060728306														
14.8	-0.094433315	-0.009182751	0.059237091	0.060727071														
14.84	-0.093322587	-0.008373517	0.059235279	0.060725214														
14.88	-0.092281924	-0.00716139	0.059234118	0.060724024														
14.92	-0.090494529	-0.005997195	0.059234088	0.060723993														
14.96	-0.088439654	-0.004482285	0.059233063	0.060722942														
15	-0.086101686	-0.002793981	0.059232214	0.060722072														
